Time,"Engine speed","Intake manifold absolute pressure","Boost pressure","Air mass flow","Mass flow through throttle valve bank 1","Relative air filling","Intake air temperature before throttle valve, measured","Air mass flow participating in combustion","Coolant temperature","Engine radiator outlet temperature (coolant)","Oil temperature","Ambient pressure","Ambient temperature","Vehicle speed","Throttle valve angle related to the lower stop","Actual gear","Lambda actual value","Actual ignition angle","Condition brake test switch actuated","Intake air temperature","Is position electrical wastegate (0: WG closed, 100 WG open)","Target ignition angle from torque intervention","Oil temperature after filter","Boost pressure setpoint","Coordinated target torque on the wheel"
20.400,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,25.50,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
20.550,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
20.700,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,56.25,5.47,-14.25,106.50,0.00,41.30
20.850,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,5.47,-14.25,106.50,0.00,41.30
21.000,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,-14.25,106.50,0.00,41.30
21.150,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.00,41.30
21.300,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.00,41.30
21.450,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,41.30
21.600,2454.50,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
21.750,2259.00,13.70,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
21.900,2259.00,13.93,1.05,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
22.050,2259.00,13.93,0.58,40.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
22.200,2259.00,13.93,0.58,36.00,41.19,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
22.350,2259.00,13.93,0.58,36.00,38.16,15.00,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
22.500,2259.00,13.93,0.58,36.00,38.16,20.25,76.35,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
22.650,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,40.40,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
22.800,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.26,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
22.950,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
23.100,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
23.250,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
23.400,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.00,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
23.550,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,89.53,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
23.700,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,13.20,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
23.850,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,6.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
24.000,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,0.90,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
24.150,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,26.25,0.00,57.00,0.00,27.00,106.50,0.01,131.29
24.300,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,57.00,0.00,27.00,106.50,0.01,131.29
24.450,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,57.00,0.00,27.00,106.50,0.01,131.29
24.600,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,27.00,106.50,0.01,131.29
24.750,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,27.00,106.50,0.01,131.29
24.900,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,131.29
25.050,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,131.29
25.200,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,131.29
25.350,2259.00,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
25.500,3037.50,13.93,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
25.650,3037.50,13.92,0.58,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
25.830,3037.50,13.92,3.78,36.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
25.982,3037.50,13.92,3.78,176.00,38.16,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
26.130,3037.50,13.92,3.78,176.00,182.25,20.25,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
26.282,3037.50,13.92,3.78,176.00,182.25,51.75,75.46,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
26.430,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,62.80,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
26.582,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,91.46,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
26.730,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,60.75,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
26.882,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
27.030,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
27.182,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
27.330,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,88.05,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
27.482,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,26.68,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
27.630,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,5.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
27.782,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,1.01,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
27.930,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,27.00,0.00,56.25,0.00,24.00,106.50,0.01,424.84
28.082,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,24.00,106.50,0.01,424.84
28.230,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,24.00,106.50,0.01,424.84
28.382,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,24.00,106.50,0.01,424.84
28.530,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,24.00,106.50,0.01,424.84
28.682,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,424.84
28.830,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,424.84
28.983,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,424.84
29.130,3037.50,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
29.282,2382.00,13.92,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
29.430,2382.00,13.72,3.78,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
29.582,2382.00,13.72,0.81,176.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
29.730,2382.00,13.72,0.81,76.00,182.25,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
29.882,2382.00,13.72,0.81,76.00,76.44,51.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
30.030,2382.00,13.72,0.81,76.00,76.44,27.75,74.76,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
30.182,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,196.10,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
30.330,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.06,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
30.482,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
30.630,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
30.782,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
30.930,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
31.082,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.56,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
31.230,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,8.55,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
31.382,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
31.530,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
31.682,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,11.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
31.830,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
31.982,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
32.130,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
32.282,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,26.25,106.50,0.01,140.87
32.430,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,140.87
32.582,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,140.87
32.730,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,140.87
32.882,2382.00,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
33.030,2409.50,13.72,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
33.182,2409.50,13.71,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
33.330,2409.50,13.71,0.81,76.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
33.511,2409.50,13.71,0.81,72.00,76.44,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
33.660,2409.50,13.71,0.81,72.00,73.16,27.75,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
33.810,2409.50,13.71,0.81,72.00,73.16,26.25,77.24,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
33.961,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,77.60,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
34.110,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,92.86,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
34.261,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
34.410,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
34.561,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
34.710,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
34.862,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,95.71,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
35.010,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.74,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
35.160,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
35.310,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
35.463,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,29.25,0.00,56.25,0.00,29.25,106.50,0.01,134.97
35.610,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.00,29.25,106.50,0.01,134.97
35.761,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.00,29.25,106.50,0.01,134.97
35.910,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.00,29.25,106.50,0.01,134.97
36.062,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,29.25,106.50,0.01,134.97
36.210,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,134.97
36.362,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,134.97
36.510,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,134.97
36.662,2409.50,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
36.810,2413.00,13.71,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
36.960,2413.00,13.70,0.81,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
37.110,2413.00,13.70,0.63,72.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
37.262,2413.00,13.70,0.63,68.00,73.16,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
37.410,2413.00,13.70,0.63,68.00,66.56,26.25,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
37.561,2413.00,13.70,0.63,68.00,66.56,24.00,75.55,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
37.710,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,72.70,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
37.860,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.26,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
38.010,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,63.00,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
38.162,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
38.310,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
38.462,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
38.610,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.62,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
38.761,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.35,16.77,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
38.910,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.35,16.80,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
39.062,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.35,16.80,6.00,0.99,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
39.210,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.35,16.80,6.00,0.92,28.50,0.00,56.25,0.39,28.50,106.50,0.01,109.16
39.362,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.35,16.80,6.00,0.92,29.25,0.00,56.25,0.39,28.50,106.50,0.01,109.16
39.511,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.35,16.80,6.00,0.92,29.25,0.00,56.25,0.39,28.50,106.50,0.01,109.16
39.661,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.35,16.80,6.00,0.92,29.25,0.00,55.50,0.39,28.50,106.50,0.01,109.16
39.810,2413.00,13.70,0.63,68.00,66.56,24.00,74.05,69.50,93.56,62.25,94.00,14.43,40.50,96.35,16.80,6.00,0.92,29.25,0.00,55.50,0.39,28.50,106.50,0.01,109.16
